source_database,pmid,title,abstract,journal,year,publication_types,authors,doi,mesh_terms,url,source_databases_found,openalex_id,concepts,type,dedupe_key
PubMed,38959591,"Patterns of disease-modifying therapy utilization before, during, and after pregnancy and postpartum relapses in women with multiple sclerosis.","Pregnancy is a common consideration for people with multiple sclerosis (pwMS); MS onset is typically between 20 and 45 years of age, during potential child-bearing years. Pregnancy and postpartum care are a significant factor influencing disease-modifying therapy (DMT) selection for many pwMS. To date, few DMTs are considered safe to continue during pregnancy and real-world treatment patterns before, during, and after pregnancy remain uncharacterized. Evolving guidance is needed regarding how to optimize management of the pregnancy and postpartum periods considering the changing DMT landscape. This analysis in two large claims databases describes DMT utilization for the treatment of MS before, during, and after pregnancy and relapse patterns during pregnancy and postpartum.; In this retrospective, observational study, the US MarketScan Commercial and Medicaid claims database was assessed for female patients aged 18-55 years with ≥1 insurance claim submitted under the diagnosis code of MS from 01 January 2016-30 April 2021 and continuous enrollment eligibility from ≥6 months prior to pregnancy date (preconception) through 6 months of follow-up following delivery (postpartum period). Comorbid conditions were examined preconception and postpartum, including anxiety and depression. Moderate/severe relapse was defined as MS-related hospitalization, or an outpatient visit and one claim within 7 days of the visit with steroids or total plasma exchange.; A total of 944 patients (mean [standard deviation] age, 32.4 [5.0] years) were eligible; 688 (73%) were commercially insured and 256 (27%) received Medicaid. Compared with commercially-insured patients, use of DMTs was lower among Medicaid patients at 6 months preconception (25.4% vs 40.4%; p < 0.001), with similar patterns observed both during pregnancy and postpartum. Overall, prevalence of DMT use declined sharply during pregnancy, from 36.3% of patients in the 6 months preconception to 17.9%, 5.3%, and 5.8% in trimesters 1, 2 and 3, respectively. Postpartum DMT utilization increased to 20.9% at 0-3 months and 24.4% at 4-6 months. Of all patients in the preconception period, the most frequently used DMTs were glatiramer acetate (14.3%), dimethyl fumarate (6.0%), interferon (5.2%), and natalizumab (4.9%). Due to small sample size, information was limited for anti-CD20s and alemtuzumab. The proportion of patients with any moderate/severe relapse declined over pregnancy (preconception, n = 82 [8.7%]; pregnancy, n = 25 [2.6%]), but increased postpartum (n = 94 [10.0%]). Of the 889 patients who stopped DMT during pregnancy, the risk of postpartum relapses was lower in the patients who resumed DMT postpartum (10/192) than in patients who did not (76/697) (5.2% vs 10.9%; odds ratio, 0.455 [95% confidence interval 0.216-0.860], p = 0.018). Cases of postpartum depression and anxiety were significantly lower in commercially-insured patients vs Medicaid patients (postpartum depression, 13.7% vs 27.0%, p < 0.01; postpartum anxiety, 16.3% vs 30.5%, p < 0.01).; DMT utilization declined sharply during pregnancy; it gradually increased postpartum but remained below pre-pregnancy use. The proportion of pwMS experiencing a moderate/severe relapse and number of relapses declined over pregnancy but increased postpartum. Reinitiation of DMT during the postpartum period was associated with lower risk of relapses, supporting a role for early reinitiation of DMT postpartum.; Biogen.",Multiple sclerosis and related disorders,2024,Journal Article; Observational Study,Riley Bove; Angela Applebee; Katrina Bawden; Celeste Fine; Anna Shah; Robin L Avila; Nicholas Belviso; Filipe Branco; Kinyee Fong; James B Lewin; Jieruo Liu; Sarah M England; Megan Vignos,10.1016/j.msard.2024.105738,Humans; Female; Adult; Pregnancy; Retrospective Studies; Pregnancy Complications; Middle Aged; Young Adult; Postpartum Period; Recurrence; Multiple Sclerosis; Immunologic Factors; Adolescent; United States; Medicaid,https://pubmed.ncbi.nlm.nih.gov/38959591/,,,,,doi:10 1016 j msard 2024 105738
PubMed,31905073,Effects Of Medicaid Expansion On Postpartum Coverage And Outpatient Utilization.,"Timely postpartum care is associated with lower maternal morbidity and mortality, yet fewer than half of Medicaid beneficiaries attend a postpartum visit. Medicaid enrollees are at higher risk of postpartum disruptions in insurance because pregnancy-related Medicaid eligibility ends sixty days after delivery. We used Medicaid claims data for 2013-15 from Colorado, which expanded Medicaid under the Affordable Care Act, and Utah, which did not. We found that after expansion, new mothers in Utah experienced higher rates of Medicaid coverage loss and accessed fewer Medicaid-financed outpatient visits during the six months postpartum, relative to their counterparts in Colorado. The effects of Medicaid expansion on postpartum Medicaid enrollment and outpatient utilization were largest among women who experienced significant maternal morbidity at delivery. These findings provide evidence that expansion may promote the stability of postpartum coverage and increase the use of postpartum outpatient care in the Medicaid program.",Health affairs (Project Hope),2020,"Journal Article; Research Support, U.S. Gov't, P.H.S.",Sarah H Gordon; Benjamin D Sommers; Ira B Wilson; Amal N Trivedi,10.1377/hlthaff.2019.00547,Adult; Colorado; Eligibility Determination; Female; Health Services Accessibility; Humans; Insurance Claim Review; Insurance Coverage; Maternal Health Services; Medicaid; Middle Aged; Outpatients; Patient Acceptance of Health Care; Patient Protection and Affordable Care Act; Postpartum Period; Pregnancy; United States; Utah,https://pubmed.ncbi.nlm.nih.gov/31905073/,,,,,doi:10 1377 hlthaff 2019 00547
PubMed,34098849,Perinatal insurance coverage and behavioural health-related maternal mortality.,"Increases in postpartum maternal deaths, including a substantial number associated with behavioural health conditions, are a public health crisis and have contributed to overall increases in maternal mortality. A leading hypothesis to explain this pattern suggests lack of availability or continuity of resources for behavioural health treatment after delivery, often secondary to lapses in insurance coverage. Extending postpartum Medicaid coverage through the first year postpartum could mitigate excess morbidity and mortality among postpartum individuals, particularly those with behavioural health conditions.","International review of psychiatry (Abingdon, England)",2021,"Journal Article; Research Support, Non-U.S. Gov't; Review",Lindsay K Admon; Kara Zivin; Katy B Kozhimannil,10.1080/09540261.2021.1903843,Female; Humans; Insurance Coverage; Maternal Mortality; Medicaid; Mental Health; Peripartum Period; Postpartum Period; Pregnancy; United States,https://pubmed.ncbi.nlm.nih.gov/34098849/,,,,,doi:10 1080 09540261 2021 1903843
PubMed,38437599,COVID-19 Medicaid Continuous Enrollment Provision Yielded Gains In Postpartum Continuity Of Coverage.,"The Medicaid continuous enrollment provision mandated by the Families First Coronavirus Response Act of 2020 effectively prohibited the termination of enrollees from Medicaid during the COVID-19 public health emergency, including people enrolled in Medicaid during pregnancy. Using data from the Transformed Medicaid Statistical Information System, we found that the rate of continuous Medicaid enrollment during the twelve months postpartum increased from 59.3 percent for births during March-December 2018 to 90.7 percent for births during March-December 2020, when the public health emergency was in effect. This corresponds to approximately 430,000 fewer people losing Medicaid coverage after pregnancy and an average of more than 2.5 months of additional postpartum enrollment. These findings indicate that states that have extended or that plan to extend pregnancy-related Medicaid eligibility in the postpartum year are likely to experience significant gains in continuity of coverage.",Health affairs (Project Hope),2024,"Journal Article; Research Support, Non-U.S. Gov't",Sarah H Gordon; Lucy Chen; Nancy DeLew; Benjamin D Sommers,10.1377/hlthaff.2023.00580,United States; Female; Pregnancy; Humans; COVID-19; Medicaid; Postpartum Period; Parturition; Eligibility Determination,https://pubmed.ncbi.nlm.nih.gov/38437599/,,,,,doi:10 1377 hlthaff 2023 00580
PubMed,34920181,Postpartum readmission and uninsurance at readmission for Medicaid vs privately insured births.,"Routine postpartum care is essential for managing pregnancy complications, like hypertension and diabetes, or screening for new conditions, such as depression. Insurance coverage can impact women's ability to access these postpartum services, with women who change or lose insurance postpartum having a lower likelihood of receiving the recommended postpartum care. Pregnancy-related Medicaid eligibility is only federally guaranteed for a minimum of 60 days after birth, creating the potential for publicly insured women to lose their insurance and their access to postpartum care.; The objective of this study was to examine the rates of postpartum readmission and predictors of uninsurance at readmission before and after 60 days postpartum for Medicaid vs privately paid births.; This was a retrospective cohort study in which data from the 2017 Nationwide Readmissions Database were used. Women who delivered with Medicaid or private insurance between January 2017 and June 2017 were included. Potential readmissions that were identified between 0 and 180 days after their childbirth hospitalization were included. The primary outcomes of interest were postpartum readmission and delivery payer at postpartum readmission, evaluated at 30-day intervals up to 180 days postpartum. Multivariable logistic regressions were used to determine the association of the risk for readmission and the risk for being uninsured at the time of readmission with insurance provider at the time of delivery. The analysis was also conducted for a subset of acute-cause readmissions or those not likely to be related to chronic or preexisting medical conditions.; A total of 24,719 (2.7%) patients were readmitted within 180 days after delivery: 14,179 (54.1%) had Medicaid delivery insurance and 10,540 (40.2%) had private insurance at delivery. Readmission rates decreased over the time intervals after delivery for both delivery payer types, but were consistently higher for those with Medicaid. The rate of uninsurance at readmission increased more with each postpartum month for those with Medicaid than for those with private insurance at delivery: from 0.9% (95% confidence interval, 0.7-1.1) at 0 to 30 days to 9.7% (95% confidence interval, 8.1-11.6) at 150 to 180 days postpartum for those with Medicaid and from 0.2% (95% confidence interval, 0.1-0.4) at 0 to 30 days to 2.6% (95% confidence interval, 1.6-4.1) at 150 to 180 days postpartum for those with private insurance. Medicaid coverage at the time of delivery was a significant predictor of being readmitted (adjusted odds ratio, 1.86; 95% confidence interval, 1.75-1.97) and uninsured at the time of readmission (adjusted odds ratio, 3.99; 95% confidence interval, 2.88-5.52) when compared with being privately insured. Findings were similar for the acute-cause readmissions.; Women with Medicaid at delivery have a higher risk for readmission and uninsurance at readmission than privately insured women beyond 60 days postpartum. This analysis provides further evidence of the insurance instability women face in the postpartum period, especially by those insured by Medicaid at the time of delivery, and should promote discussions among policymakers, payers, and providers on strategies to ensure coverage and access to care for women and their families after childbirth. For states considering to expand their eligibility criteria to 1 year postpartum, this study provides evidence on the vulnerabilities and unique risks that women with Medicaid face after 60 days postpartum.",American journal of obstetrics & gynecology MFM,2022,Journal Article,Rajesh Reddy; Kaitlyn E James; Logan C Mauney; Anjali J Kaimal; Jamie R Daw; Mark A Clapp,10.1016/j.ajogmf.2021.100553,"Female; Humans; Insurance, Health; Medicaid; Medically Uninsured; Patient Readmission; Postpartum Period; Pregnancy; Retrospective Studies; United States",https://pubmed.ncbi.nlm.nih.gov/34920181/,,,,,doi:10 1016 j ajogmf 2021 100553
PubMed,36735410,"Rural and Urban Differences in Insurance Coverage at Prepregnancy, Birth, and Postpartum.","To measure insurance coverage at prepregnancy, birth, and postpartum, and insurance coverage continuity across these periods among rural and urban U.S. residents.; We performed a pooled, cross-sectional analysis of survey data from 154,992 postpartum individuals in 43 states and two jurisdictions that participated in the 2016-2019 PRAMS (Pregnancy Risk Assessment Monitoring System). We calculated unadjusted estimates of insurance coverage (Medicaid, commercial, or uninsured) during three periods (prepregnancy, birth, and postpartum), as well as insurance continuity across these periods among rural and urban U.S. residents. We conducted subgroup analyses to compare uninsurance rates among rural and urban residents by sociodemographic and clinical characteristics. We used logistic regression models to generate adjusted odds ratios (aORs) for each comparison.; Rural residents experienced greater odds of uninsurance in each period and continuous uninsurance across all three periods, compared with their urban counterparts. Uninsurance was higher among rural residents compared with urban residents during prepregnancy (15.4% vs 12.1%; aOR 1.19, 95% CI 1.11-1.28], at birth (4.6% vs 2.8%; aOR 1.60, 95% CI 1.41-1.82), and postpartum (12.7% vs 9.8%, aOR 1.27, 95% CI 1.17-1.38]. In each period, rural residents who were non-Hispanic White, married, and with intended pregnancies experienced greater adjusted odds of uninsurance compared with their urban counterparts. Rural-urban differences in uninsurance persisted across both Medicaid expansion and non-expansion states, and among those with varying levels of education and income. Rural inequities in perinatal coverage were experienced by Hispanic, English-speaking, and Indigenous individuals during prepregnancy and at birth.; Perinatal uninsurance disproportionately affects rural residents, compared with urban residents, in the 43 states examined. Differential insurance coverage may have important implications for addressing rural-urban inequities in maternity care access and maternal health.",Obstetrics and gynecology,2023,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Lindsay K Admon; Jamie R Daw; Julia D Interrante; Bridget Basile Ibrahim; Maya J Millette; Katy B Kozhimannil,10.1097/AOG.0000000000005081,"Infant, Newborn; United States; Humans; Female; Pregnancy; Insurance, Health; Cross-Sectional Studies; Maternal Health Services; Medicaid; Postpartum Period; Insurance Coverage; Surveys and Questionnaires",https://pubmed.ncbi.nlm.nih.gov/36735410/,,,,,doi:10 1097 aog 0000000000005081
PubMed,36826827,Association of Medicaid Expansion With Postpartum Depression Treatment in Arkansas.,"Postpartum depression affects approximately 1 in every 8 postpartum individuals in the US. Antidepressant medication can effectively treat postpartum depression. However, gaps in postpartum insurance coverage after the end of Medicaid pregnancy coverage at 60 days postpartum may limit treatment uptake and decrease continuity of postpartum depression treatment.; To examine the association of Medicaid expansion in Arkansas with postpartum antidepressant prescription fills and antidepressant continuation and supply during the first 6 months postpartum.; Cohort study with a difference-in-differences analysis comparing persons with Medicaid and commercially financed childbirth using Arkansas' All-Payer Claims Database (2013-2016). Analysis was completed between July 2021 and June 2022.; Medicaid-paid childbirth after January 1, 2014.; Antidepressant medication prescription fills and the number of days of antidepressant supply in the early (first 60 days after childbirth) and the late (61 days to 6 months after childbirth) postpartum periods.; In this cohort study with a difference-in-differences analysis of 60 990 childbirths (mean [SD] birthing parent's age, 27 [5.3] years; 22% Black, 7% Hispanic, 67% White individuals), 72% of births were paid for by Medicaid and 28% were paid for by a commercial payer. Before expansion, 4.2% of people with a Medicaid-paid birth filled an antidepressant prescription in the later postpartum period. Medicaid expansion was associated with a 4.6 percentage point (95% CI, 2.9-6.3) increase in the likelihood, or a relative change of 110%, in this outcome. Before expansion, among people with postpartum depression in the early postpartum period with a Medicaid-paid birth, 32.7% filled an antidepressant prescription in the later postpartum period, and had an average of 23 days of antidepressant prescription supply during the later postpartum period. Among people with early postpartum depression, Medicaid expansion increased the continuity of antidepressant treatment by 20.5 percentage points (95% CI, 14.1-26.9) and the number of days with antidepressant supply in the later postpartum period by 14.1 days (95% CI, 7.2-20.9).; Medicaid expansion in Arkansas was associated with an increase in postpartum antidepressant prescription fills, and an increase in antidepressant treatment continuity and medication supply in the period after Medicaid pregnancy-related eligibility ended.",JAMA health forum,2023,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, P.H.S.",Maria W Steenland; Amal N Trivedi,10.1001/jamahealthforum.2022.5603,"Pregnancy; Female; United States; Humans; Adult; Medicaid; Depression, Postpartum; Arkansas; Cohort Studies; Antidepressive Agents",https://pubmed.ncbi.nlm.nih.gov/36826827/,,,,,doi:10 1001 jamahealthforum 2022 5603
PubMed,35508289,Postpartum Medicaid enrollment and churn in North Carolina.,,American journal of obstetrics & gynecology MFM,2022,"Letter; Research Support, Non-U.S. Gov't",David M Anderson; Rushina Cholera; Alexander Breskin; Sudha R Raman; Charlene Wong,10.1016/j.ajogmf.2022.100656,Female; Humans; Medicaid; North Carolina; Postpartum Period; United States,https://pubmed.ncbi.nlm.nih.gov/35508289/,,,,,doi:10 1016 j ajogmf 2022 100656
PubMed,36623214,Medicaid Expansion Led To Reductions In Postpartum Hospitalizations.,"The Affordable Care Act (ACA) Medicaid expansions increased preconception and postpartum insurance coverage among low-income birthing people, leading to greater use of outpatient care. In this study we evaluated whether the expansions affected rates of postpartum hospitalization. Our analyses took advantage of underused longitudinal hospital data from the period 2010-17 to examine hospitalizations after childbirth. We compared changes in hospitalizations among birthing people with a Medicaid-financed delivery in states that did and did not expand Medicaid under the ACA. We found a 17 percent reduction in hospitalizations during the first sixty days postpartum associated with the Medicaid expansions and some evidence of a smaller decrease in hospitalizations between sixty-one days and six months postpartum. Our findings indicate that expanding Medicaid coverage led to improved postpartum health for low-income birthing people.",Health affairs (Project Hope),2023,Journal Article,Maria W Steenland; Laura R Wherry,10.1377/hlthaff.2022.00819,"Female; United States; Humans; Medicaid; Patient Protection and Affordable Care Act; Hospitalization; Postpartum Period; Poverty; Insurance Coverage; Health Services Accessibility; Insurance, Health",https://pubmed.ncbi.nlm.nih.gov/36623214/,,,,,doi:10 1377 hlthaff 2022 00819
PubMed,38457131,"Continuous Medicaid Eligibility During the COVID-19 Pandemic and Postpartum Coverage, Health Care, and Outcomes.","Pursuant to the Families First Coronavirus Response Act (FFCRA), continuous Medicaid eligibility during the COVID-19 public health emergency (PHE) created a de facto national extension of pregnancy Medicaid eligibility beyond 60 days postpartum.; To evaluate the association of continuous Medicaid eligibility with postpartum health insurance, health care use, breastfeeding, and depressive symptoms.; This cohort study using a generalized difference-in-differences design included 21 states with continuous prepolicy (2017-2019) and postpolicy (2020-2021) participation in the Pregnancy Risk Assessment Monitoring System (PRAMS).; State-level change in Medicaid income eligibility after 60 days postpartum associated with the FFCRA measured as a percent of the federal poverty level (FPL; ie, the difference in 2020 income eligibility thresholds for pregnant people and low-income adults/parents).; Health insurance, postpartum visit attendance, contraceptive use (any effective method; long-acting reversible contraceptives), any breastfeeding and depressive symptoms at the time of the PRAMS survey (mean [SD], 4 [1.3] months postpartum).; The sample included 47 716 PRAMS respondents (64.4% aged <30 years; 18.9% Hispanic, 26.2% non-Hispanic Black, 36.3% non-Hispanic White, and 18.6% other race or ethnicity) with a Medicaid-paid birth. Based on adjusted estimates, a 100% FPL increase in postpartum Medicaid eligibility was associated with a 5.1 percentage point (pp) increase in reported postpartum Medicaid enrollment, no change in commercial coverage, and a 6.6 pp decline in uninsurance. This represents a 40% reduction in postpartum uninsurance after a Medicaid-paid birth compared with the prepolicy baseline of 16.7%. In subgroup analyses by race and ethnicity, uninsurance reductions were observed only among White and Black non-Hispanic individuals; Hispanic individuals had no change. No policy-associated changes were observed in other outcomes.; In this cohort study, continuous Medicaid eligibility during the COVID-19 PHE was associated with significantly reduced postpartum uninsurance for people with Medicaid-paid births, but was not associated with postpartum visit attendance, contraception use, breastfeeding, or depressive symptoms at approximately 4 months postpartum. These findings, though limited to the context of the COVID-19 PHE, may offer preliminary insight regarding the potential impact of post-pandemic postpartum Medicaid eligibility extensions. Collection of longer-term and more comprehensive follow-up data on postpartum health care and health will be critical to evaluating the effect of ongoing postpartum policy interventions.",JAMA health forum,2024,Journal Article,Jamie R Daw; Colleen L MacCallum-Bridges; Katy B Kozhimannil; Lindsay K Admon,10.1001/jamahealthforum.2024.0004,Adult; Pregnancy; Female; United States; Humans; Medicaid; Pandemics; Cohort Studies; COVID-19; Postpartum Period; Health Services Accessibility; Contraceptive Agents,https://pubmed.ncbi.nlm.nih.gov/38457131/,,,,,doi:10 1001 jamahealthforum 2024 0004
